Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
42nywo,18-24 years old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6dq08e,25-34 years old,1,"at a cafe, at home, on the go",TRUE,FALSE,TRUE,TRUE,FALSE,"espresso, cold brew, pour over",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,specialty coffee shop,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,latte,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,very strong,medium,full caffeine,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j2kj9j,18-24 years old,2,NA,NA,NA,NA,NA,NA,"french press, cold brew",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,iced coffee,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8dpdna,18-24 years old,3,NA,NA,NA,NA,NA,NA,"pour over, espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
epbvll,<18 years old,NA,at home,TRUE,FALSE,FALSE,FALSE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular drip coffee,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,somewhat strong,light,full caffeine,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ylqbbg,45-54 years old,2,"at home, at the office, at a cafe, on the go",TRUE,TRUE,TRUE,TRUE,FALSE,"pour over, french press, espresso",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"local cafe, specialty coffee shop",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,regular drip coffee,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,floral,medium,light,full caffeine,8,3,3,4,NA,3,3,5,NA,4,3,3,NA,5,2,3,NA,coffee b,coffee a,coffee b,i primarily work from home,$20-$40,it tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,NA,yes,yes,$4-$6,$8-$10,no,$500-$1000,yes,male,NA,master's degree,other (please specify),mix,employed full-time,2,no affiliation
vnx6a4,18-24 years old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kmb2og,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qbeqpo,18-24 years old,3,"at the office, at home, at a cafe",TRUE,TRUE,FALSE,TRUE,FALSE,"pour over, cold brew, other",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mokkapot,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,somewhat strong,light,full caffeine,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9dj0o5,25-34 years old,2,"at home, at the office, at a cafe",TRUE,TRUE,FALSE,TRUE,FALSE,"french press, pod/capsule machine (e.g. keurig/nespresso), other",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,moka pot,NA,NA,NA,NA,NA,NA,NA,NA,cortado,NA,"no - just black, milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,somewhat strong,light,full caffeine,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bgbozr,18-24 years old,3,"at home, at a cafe, on the go",TRUE,FALSE,TRUE,TRUE,FALSE,"pour over, french press, espresso, other, cold brew, coffee brewing machine (e.g. mr. coffee)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"aeropress, moka pot.","local cafe, specialty coffee shop",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,espresso,NA,"no - just black, milk, dairy alternative, or coffee creamer, sugar or sweetener",TRUE,TRUE,TRUE,FALSE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,honey,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,medium,light,full caffeine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oavndo,>65 years old,1,at home,TRUE,FALSE,FALSE,FALSE,FALSE,pod/capsule machine (e.g. keurig/nespresso),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular drip coffee,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,somewhat strong,dark,NA,2,3,3,3,NA,3,3,3,NA,4,3,NA,NA,4,3,4,NA,coffee c,coffee d,coffee c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yzzbdn,25-34 years old,2,"at home, at the office",TRUE,TRUE,FALSE,FALSE,FALSE,"pour over, espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,floral,medium,light,full caffeine,10,1,4,4,NA,1,4,4,NA,1,4,4,NA,2,4,4,NA,coffee a,coffee a,coffee a,i do a mix of both,$40-$60,"it tastes good, i need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,yes,$2-$4,more than $20,yes,$50-$100,yes,male,NA,master's degree,asian/pacific islander,NA,unemployed,none,independent
vz17z6,35-44 years old,1,"at the office, at home",TRUE,TRUE,FALSE,FALSE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,iced coffee,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,very strong,light,full caffeine,6,1,4,3,NA,3,2,4,NA,3,4,1,NA,1,4,5,NA,coffee a,coffee d,coffee d,i primarily work in person,$20-$40,it tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,NA,yes,yes,$10-$15,more than $20,yes,$100-$300,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,3,no affiliation
rzbezj,45-54 years old,more than 4,at home,TRUE,FALSE,FALSE,FALSE,FALSE,"pour over, french press, pod/capsule machine (e.g. keurig/nespresso)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,somewhat strong,dark,full caffeine,7,2,3,4,NA,3,2,2,NA,2,2,2,NA,3,3,2,NA,coffee a,coffee a,coffee a,i primarily work from home,$40-$60,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,yes,$10-$15,$15-$20,yes,$300-$500,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,3,no affiliation
0ej0gz,35-44 years old,1,"at the office, at a cafe, at home",TRUE,TRUE,FALSE,TRUE,FALSE,"pour over, espresso, other",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,aeropress,NA,NA,NA,NA,NA,NA,NA,NA,cappuccino,NA,"milk, dairy alternative, or coffee creamer, sugar or sweetener, no - just black",TRUE,TRUE,TRUE,FALSE,FALSE,NA,"skim milk, oat milk",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"granulated sugar, brown sugar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,nutty,medium,medium,full caffeine,8,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ebxo4l,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wapbkq,35-44 years old,2,"at a cafe, at home",TRUE,FALSE,FALSE,TRUE,FALSE,"espresso, pod/capsule machine (e.g. keurig/nespresso)",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,cappuccino,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,floral,somewhat strong,blonde,full caffeine,4,3,4,5,NA,2,3,4,NA,2,3,4,NA,1,2,3,NA,coffee a,coffee a,coffee a,i do a mix of both,$60-$80,"i need the ritual, it tastes good",TRUE,FALSE,TRUE,FALSE,FALSE,NA,yes,yes,$6-$8,$4-$6,yes,"more than $1,000",yes,male,NA,less than high school,black/african american,NA,unemployed,2,independent
0ej0wa,45-54 years old,2,at home,TRUE,FALSE,FALSE,FALSE,FALSE,"coffee extract (e.g. cometeer), pour over",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,somewhat light,light,full caffeine,8,4,3,3,NA,2,2,4,NA,3,2,3,NA,3,4,5,NA,coffee b,coffee d,coffee d,i primarily work from home,>$100,"it tastes good, i need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,yes,$6-$8,$8-$10,no,$100-$300,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,more than 3,republican
9djylq,35-44 years old,2,"at home, at the office",TRUE,TRUE,FALSE,FALSE,FALSE,other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,aeropress,NA,NA,NA,NA,NA,NA,NA,NA,latte,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,half and half,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nutty,somewhat strong,medium,full caffeine,2,1,5,2,NA,2,3,3,NA,2,3,4,NA,2,2,5,NA,coffee c,coffee d,coffee d,i primarily work in person,$20-$40,"it tastes good, i need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,no,$4-$6,$6-$8,yes,$50-$100,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,none,democrat
bgbjzq,35-44 years old,1,"at home, at the office, on the go",TRUE,TRUE,TRUE,FALSE,FALSE,"espresso, pod/capsule machine (e.g. keurig/nespresso)",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"national chain (e.g. starbucks, dunkin)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,latte,NA,"milk, dairy alternative, or coffee creamer, sugar or sweetener, flavor syrup",FALSE,TRUE,TRUE,TRUE,FALSE,NA,"whole milk, half and half",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,brown sugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,medium,light,full caffeine,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oabqpr,25-34 years old,1,at home,TRUE,FALSE,FALSE,FALSE,FALSE,french press,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,cappuccino,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,almond milk,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,medium,medium,half caff,7,4,4,1,NA,3,3,3,NA,4,4,2,NA,3,3,2,NA,coffee b,coffee d,coffee b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bl41zg,45-54 years old,less than 1,at a cafe,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iced coffee,NA,sugar or sweetener,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,granulated sugar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,sweet,somewhat strong,medium,half caff,2,2,4,4,NA,2,3,2,NA,4,2,5,NA,4,2,4,NA,coffee c,coffee a,coffee d,i primarily work in person,<$20,"it tastes good, i need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,no,$8-$10,$8-$10,no,$20-$50,yes,male,NA,some college or associate's degree,white/caucasian,NA,employed full-time,none,democrat
grbvrk,25-34 years old,1,on the go,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deli or supermarket,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,cold brew,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,somewhat strong,medium,full caffeine,1,2,2,3,NA,2,2,3,NA,3,4,3,NA,4,3,2,NA,coffee b,coffee a,coffee c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wapbyk,35-44 years old,1,"at the office, at home",TRUE,TRUE,FALSE,FALSE,FALSE,other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,aeropress,NA,NA,NA,NA,NA,NA,NA,NA,americano,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,"oat milk, soy milk",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nutty,medium,light,full caffeine,7,4,3,3,"bitter, soft",2,3,2,"hazelnut, bold",2,4,1,dark roast,2,2,5,"fruity, light",coffee a,coffee d,coffee d,i primarily work from home,NA,"i need the ritual, it tastes good",TRUE,FALSE,TRUE,FALSE,FALSE,NA,yes,yes,$8-$10,$4-$6,yes,$100-$300,yes,female,NA,bachelor's degree,white/caucasian,NA,employed full-time,1,no affiliation
ebxg20,35-44 years old,3,"at home, at the office",TRUE,TRUE,FALSE,FALSE,FALSE,"espresso, pour over, french press, cold brew",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,espresso,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nutty,somewhat strong,medium,half caff,8,1,1,1,this is just an audit to test if outliers are filtered away,2,2,2,i personally did not have a tasting kit,3,3,3,but the form does not ask me for a kit identifier,4,4,4,a small mistake to fix next time ;),coffee a,coffee d,coffee c,i do a mix of both,$20-$40,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,yes,$8-$10,$8-$10,no,"more than $1,000",no,male,NA,doctorate or professional degree,white/caucasian,NA,employed full-time,2,independent
24x9na,25-34 years old,2,at home,TRUE,FALSE,FALSE,FALSE,FALSE,"pour over, instant coffee, cold brew",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,"no - just black, other",TRUE,FALSE,FALSE,FALSE,TRUE,occasionally i will add collagen powder if i made instant coffee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
